Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1211,Manuel Lazzari,it,DF,,Lazio,it Serie A,31,1993,8.9,11,10,5,5,1,7,12,58.3,5,4,3,1,4,15,8,Matches
1212,Julien Le Cardinal,fr,DF,,Brest,Ligue 1,27,1997,8.8,14,9,8,6,0,6,10,60.0,4,11,8,3,24,38,39,Matches
1213,Jérémy Le Douaron,fr,FW,,Brest,Ligue 1,26,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,Matches
1214,Enzo Le Fée,fr,MF,,Roma,it Serie A,24,2000,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,Matches
1215,Robin Le Normand,es,DF,,Atlético Madrid,La Liga,28,1996,7.1,11,8,11,0,0,3,5,60.0,2,3,2,1,2,13,26,Matches
1216,Nicola Leali,it,GK,,Genoa,it Serie A,31,1993,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,Matches
1217,Rafael Leão,pt,FW,,Milan,it Serie A,25,1999,11.1,7,6,1,4,2,5,10,50.0,5,8,0,8,4,11,0,Matches
1218,Benjamin Lecomte,fr,GK,,Montpellier,Ligue 1,33,1991,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,Matches
1219,Pierre Lees-Melou,fr,MF,,Brest,Ligue 1,31,1993,3.9,11,7,3,5,3,7,10,70.0,3,4,2,2,4,15,2,Matches
1220,Jordan Lefort,fr,DF,,Angers,Ligue 1,31,1993,15.0,26,17,19,6,1,15,25,60.0,10,25,12,13,15,41,80,Matches
1221,Diogo Leite,pt,DF,,Union Berlin,Bundesliga,25,1999,12.1,36,18,22,11,3,16,27,59.3,11,30,9,21,25,61,53,Matches
1222,Maxim Leitsch,de,DF,,Mainz 05,Bundesliga,26,1998,6.1,11,3,6,3,2,7,8,87.5,1,9,4,5,8,19,34,Matches
1223,Florian Lejeune,fr,DF,,Rayo Vallecano,La Liga,33,1991,15.9,22,14,13,7,2,8,16,50.0,8,17,13,4,11,33,73,Matches
1224,Iñigo Lekue,es,DF,,Athletic Club,La Liga,31,1993,4.1,6,4,4,2,0,3,6,50.0,3,2,1,1,3,9,14,Matches
1225,Nunzio Lella,it,MF,,Venezia,it Serie A,24,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1226,Thomas Lemar,fr,MF,,Atlético Madrid,La Liga,29,1995,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,Matches
1227,Félix Lemaréchal,fr,MF,FW,Strasbourg,Ligue 1,21,2003,3.1,8,6,1,5,2,2,3,66.7,1,6,0,6,4,12,2,Matches
1228,Mario Lemina,ga,MF,DF,Wolves,Premier League,31,1993,14.8,49,30,27,18,4,19,28,67.9,9,12,7,5,27,76,49,Matches
1229,Clément Lenglet,fr,DF,,Atlético Madrid,La Liga,29,1995,7.3,6,4,5,1,0,2,3,66.7,1,7,5,2,9,15,33,Matches
1230,Bernd Leno,de,GK,,Fulham,Premier League,32,1992,16.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,Matches
1231,Donovan Léon,gf,GK,,Auxerre,Ligue 1,32,1992,15.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,Matches
1232,Giovanni Leoni,it,DF,,Parma,it Serie A,17,2006,3.1,1,0,0,1,0,0,0,,0,7,2,5,5,6,8,Matches
1233,Esteban Lepaul,fr,FW,MF,Angers,Ligue 1,24,2000,2.5,1,1,0,0,1,0,5,0.0,5,6,1,5,2,3,2,Matches
1234,Johann Lepenant,fr,MF,,Nantes,Ligue 1,22,2002,9.7,27,14,10,11,6,9,25,36.0,16,10,2,8,10,37,8,Matches
1235,Jefferson Lerma,co,MF,,Crystal Palace,Premier League,30,1994,8.4,10,3,4,5,1,6,12,50.0,6,15,9,6,15,25,16,Matches
1236,Louis Leroux,fr,MF,FW,Nantes,Ligue 1,18,2006,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,Matches
1237,Robert Lewandowski,pl,FW,,Barcelona,La Liga,36,1988,15.4,6,3,1,4,1,2,5,40.0,3,9,2,7,1,7,17,Matches
1238,Jamie Leweling,de,FW,MF,Stuttgart,Bundesliga,23,2001,7.3,5,2,2,0,3,3,9,33.3,6,10,0,10,4,9,7,Matches
1239,Rico Lewis,eng,DF,MF,Manchester City,Premier League,20,2004,11.4,22,12,10,9,3,7,10,70.0,3,14,2,12,10,32,23,Matches
1240,Keane Lewis-Potter,eng,DF,FW,Brentford,Premier League,23,2001,13.3,20,9,7,9,4,10,16,62.5,6,10,4,6,7,27,26,Matches
1241,Myles Lewis-Skelly,eng,DF,,Arsenal,Premier League,18,2006,0.9,3,2,3,0,0,1,1,100.0,0,0,0,0,0,3,1,Matches
1242,Ben Lhassine Kone,ci,MF,,Como,it Serie A,24,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
1243,Mattia Liberali,it,MF,,Milan,it Serie A,17,2007,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,Matches
1244,Philipp Lienhart,at,DF,,Freiburg,Bundesliga,28,1996,13.2,11,9,7,4,0,8,15,53.3,7,14,9,5,20,31,42,Matches
1245,Matthijs de Ligt,nl,DF,,Manchester Utd,Premier League,25,1999,12.7,13,7,9,4,0,10,14,71.4,4,14,11,3,20,33,38,Matches
1246,Victor Lindelöf,se,DF,MF,Manchester Utd,Premier League,30,1994,0.7,3,0,3,0,0,1,1,100.0,0,1,0,1,2,5,4,Matches
1247,Jesper Lindstrøm,dk,FW,,Everton,Premier League,24,2000,5.8,18,9,7,11,0,9,25,36.0,16,9,3,6,3,21,4,Matches
1248,Karol Linetty,pl,MF,,Torino,it Serie A,29,1995,11.2,25,17,10,15,0,13,24,54.2,11,12,4,8,7,32,17,Matches
1249,Samuel Lino,br,MF,DF,Atlético Madrid,La Liga,24,1999,7.9,9,3,6,2,1,6,21,28.6,15,12,1,11,4,13,4,Matches
1250,Pol Lirola,es,DF,,Marseille,Ligue 1,27,1997,4.0,8,5,4,4,0,3,9,33.3,6,4,2,2,0,8,5,Matches
1251,Dailon Livramento,cv,FW,MF,Hellas Verona,it Serie A,23,2001,5.5,10,8,1,4,5,4,9,44.4,5,5,1,4,2,12,3,Matches
1252,Valentino Livramento,eng,DF,,Newcastle Utd,Premier League,22,2002,12.6,21,14,15,5,1,15,24,62.5,9,17,6,11,12,33,45,Matches
1253,Javier Llabrés,es,FW,,Mallorca,La Liga,22,2002,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
1254,Diego Llorente,es,DF,,Betis,La Liga,31,1993,15.6,19,8,10,8,1,11,19,57.9,8,17,11,6,27,46,79,Matches
1255,Marcos Llorente,es,DF,MF,Atlético Madrid,La Liga,29,1995,10.1,25,18,16,7,2,14,19,73.7,5,7,1,6,10,35,19,Matches
1256,Gautier Lloris,fr,DF,,Le Havre,Ligue 1,29,1995,15.0,36,24,25,11,0,20,31,64.5,11,13,5,8,7,43,77,Matches
1257,Giovani Lo Celso,ar,MF,,Betis,La Liga,28,1996,8.7,23,12,5,12,6,12,16,75.0,4,8,1,7,3,26,2,Matches
1258,Stanislav Lobotka,sk,MF,,Napoli,it Serie A,30,1994,11.0,23,15,4,12,7,8,11,72.7,3,9,3,6,7,30,15,Matches
1259,Manuel Locatelli,it,MF,,Juventus,it Serie A,26,1998,12.3,29,22,15,13,1,11,22,50.0,11,23,8,15,8,37,27,Matches
1260,Ruben Loftus-Cheek,eng,MF,,Milan,it Serie A,28,1996,7.6,14,6,3,7,4,4,7,57.1,3,1,0,1,2,16,9,Matches
1261,Enzo Loiodice,fr,MF,,Las Palmas,La Liga,24,2000,3.0,5,2,4,1,0,2,7,28.6,5,3,0,3,4,9,2,Matches
1262,Sean Longstaff,eng,MF,,Newcastle Utd,Premier League,27,1997,7.6,27,16,10,9,8,18,26,69.2,8,13,2,11,5,32,4,Matches
1263,Ademola Lookman,ng,FW,MF,Atalanta,it Serie A,27,1997,9.7,15,7,7,6,2,7,12,58.3,5,11,0,11,1,16,1,Matches
1264,David López,es,DF,,Girona,La Liga,35,1989,15.4,16,10,10,4,2,11,20,55.0,9,16,9,7,9,25,58,Matches
1265,Diego López,es,MF,FW,Valencia,La Liga,22,2002,12.4,11,7,2,6,3,7,20,35.0,13,9,0,9,4,15,4,Matches
1266,Fer López,,FW,,Celta Vigo,La Liga,,,0.5,3,1,0,3,0,0,1,0.0,1,1,0,1,1,4,0,Matches
1267,Fermin López,es,MF,FW,Barcelona,La Liga,21,2003,3.7,6,5,3,1,2,2,8,25.0,6,1,0,1,3,9,1,Matches
1268,Javi López,es,DF,,Real Sociedad,La Liga,22,2002,9.6,18,8,9,7,2,8,15,53.3,7,8,3,5,3,21,27,Matches
1269,Roberto López,es,MF,,Leganés,La Liga,24,2000,4.0,7,5,4,3,0,4,13,30.8,9,4,0,4,1,8,7,Matches
1270,Unai López,es,MF,,Rayo Vallecano,La Liga,29,1995,8.2,9,6,4,3,2,3,11,27.3,8,8,1,7,13,22,8,Matches
1271,Iker Losada,es,MF,FW,Betis,La Liga,23,2001,3.7,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,Matches
1272,Anthony Losilla,fr,MF,,Bochum,Bundesliga,38,1986,9.7,24,16,14,9,1,12,25,48.0,13,17,7,10,11,35,15,Matches
1273,Jordan Lotomba,ch,MF,DF,Nice,Ligue 1,26,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
1274,Tom Louchet,fr,DF,MF,Nice,Ligue 1,21,2003,5.3,18,12,12,2,4,12,14,85.7,2,8,3,5,6,24,13,Matches
1275,Sandi Lovrić,si,MF,,Udinese,it Serie A,26,1998,10.2,21,11,12,6,3,10,18,55.6,8,16,2,14,13,34,11,Matches
1276,Pol Lozano,es,MF,,Espanyol,La Liga,25,1999,9.1,29,20,10,15,4,13,26,50.0,13,12,2,10,9,38,11,Matches
1277,Lorenzo Lucca,it,FW,,Udinese,it Serie A,24,2000,11.3,7,4,1,2,4,3,5,60.0,2,6,0,6,2,9,12,Matches
1278,Jhon Lucumí,co,DF,,Bologna,it Serie A,26,1998,10.4,16,9,8,8,0,6,12,50.0,6,14,8,6,5,21,34,Matches
1279,Yannik Lührs,de,DF,,Dortmund,Bundesliga,21,2003,0.4,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,Matches
1280,José Luis Gayà,es,DF,,Valencia,La Liga,29,1995,3.6,7,6,2,4,1,6,10,60.0,4,1,0,1,5,12,9,Matches
1281,José Luis Palomino,ar,DF,,Cagliari,it Serie A,34,1990,3.2,5,4,0,3,2,2,3,66.7,1,4,4,0,6,11,8,Matches
1282,Douglas Luiz,br,MF,,Juventus,it Serie A,26,1998,3.3,7,3,3,3,1,4,6,66.7,2,3,0,3,2,9,0,Matches
1283,Romelu Lukaku,be,FW,,Napoli,it Serie A,31,1993,11.6,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,8,Matches
1284,Castello Lukeba,fr,DF,,RB Leipzig,Bundesliga,22,2002,8.1,17,7,7,7,3,6,9,66.7,3,13,6,7,4,21,29,Matches
1285,Dodi Lukebakio,be,FW,,Sevilla,La Liga,27,1997,15.1,10,7,3,5,2,5,13,38.5,8,8,0,8,2,12,7,Matches
1286,Saša Lukić,rs,MF,,Fulham,Premier League,28,1996,9.7,24,10,9,14,1,7,21,33.3,14,11,5,6,13,37,10,Matches
1287,Milos Lukovic,rs,FW,MF,Strasbourg,Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1288,Joe Lumley,eng,GK,,Southampton,Premier League,29,1995,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,Matches
1289,Daniel Luna,co,MF,,Mallorca,La Liga,21,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,Matches
1290,Andriy Lunin,ua,GK,,Real Madrid,La Liga,25,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,Matches
1291,Massimo Luongo,au,MF,,Ipswich Town,Premier League,32,1992,1.6,5,3,5,0,0,4,6,66.7,2,3,2,1,2,7,2,Matches
1292,Sebastiano Luperto,it,DF,,Cagliari,it Serie A,28,1996,16.0,25,12,18,6,1,8,13,61.5,5,11,7,4,15,40,73,Matches
1293,Zito Luvumbo,ao,FW,MF,Cagliari,it Serie A,22,2002,11.0,5,2,1,3,1,2,10,20.0,8,2,0,2,1,6,4,Matches
1294,Charalambos Lykogiannis,gr,DF,,Bologna,it Serie A,31,1993,4.6,5,2,3,2,0,3,7,42.9,4,1,1,0,3,8,14,Matches
1295,Senne Lynen,be,MF,,Werder Bremen,Bundesliga,25,1999,12.6,30,14,14,12,4,20,27,74.1,7,23,7,16,24,54,27,Matches
1296,Othmane Maamma,ma,FW,MF,Montpellier,Ligue 1,19,2005,0.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,Matches
1297,Ian Maatsen,nl,DF,,Aston Villa,Premier League,22,2002,3.2,11,7,5,5,1,4,6,66.7,2,2,0,2,3,14,7,Matches
1298,Alexis Mac Allister,ar,MF,,Liverpool,Premier League,25,1998,11.0,39,27,12,22,5,22,42,52.4,20,28,0,28,4,43,10,Matches
1299,Deiver Machado,co,DF,MF,Lens,Ligue 1,31,1993,6.0,13,10,8,4,1,9,10,90.0,1,7,1,6,5,18,7,Matches
1300,Shuto Machino,jp,FW,MF,Holstein Kiel,Bundesliga,25,1999,7.0,4,3,2,1,1,3,6,50.0,3,2,0,2,3,7,2,Matches
1301,Darwin Machís,ve,FW,MF,Valladolid,La Liga,31,1993,3.4,3,2,2,1,0,2,6,33.3,4,3,0,3,2,5,7,Matches
1302,Yvann Macon,fr,DF,,Saint-Étienne,Ligue 1,26,1998,3.2,4,3,0,3,1,1,5,20.0,4,7,2,5,0,4,6,Matches
1303,James Maddison,eng,MF,,Tottenham,Premier League,28,1996,11.4,17,10,5,9,3,8,21,38.1,13,7,3,4,8,25,15,Matches
1304,Eros Maddy,nl,DF,,Auxerre,Ligue 1,23,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1305,Noni Madueke,eng,FW,,Chelsea,Premier League,22,2002,11.4,14,10,6,7,1,9,21,42.9,12,11,0,11,5,19,5,Matches
1306,Pablo Maffeo,es,DF,,Mallorca,La Liga,27,1997,11.2,22,12,16,5,1,12,17,70.6,5,14,6,8,12,34,32,Matches
1307,Gabriel Magalhães,br,DF,,Arsenal,Premier League,26,1997,13.1,11,7,5,5,1,5,9,55.6,4,26,19,7,7,18,43,Matches
1308,Soungoutou Magassa,fr,MF,,Monaco,Ligue 1,21,2003,6.3,21,11,5,14,2,14,25,56.0,11,4,0,4,10,31,9,Matches
1309,Edmond-Paris Maghoma,eng,MF,,Brentford,Premier League,23,2001,0.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,Matches
1310,Giangiacomo Magnani,it,DF,,Hellas Verona,it Serie A,29,1995,10.4,20,15,14,6,0,7,7,100.0,0,16,9,7,13,33,60,Matches
1311,Hugo Magnetti,fr,MF,,Brest,Ligue 1,26,1998,11.3,20,12,7,12,1,8,19,42.1,11,9,3,6,7,27,11,Matches
1312,Frank Magri,cm,FW,MF,Toulouse,Ligue 1,25,1999,3.9,1,0,0,0,1,1,4,25.0,3,8,0,8,1,2,4,Matches
1313,Harry Maguire,eng,DF,,Manchester Utd,Premier League,31,1993,5.0,7,4,5,2,0,5,5,100.0,0,4,3,1,14,21,15,Matches
1314,Jon Magunacelaya,es,MF,,Real Sociedad,La Liga,24,2000,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,Matches
1315,Arne Maier,de,MF,,Augsburg,Bundesliga,25,1999,4.9,6,2,1,5,0,4,8,50.0,4,9,1,8,1,7,5,Matches
1316,Mike Maignan,fr,GK,,Milan,it Serie A,29,1995,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,Matches
1317,Patrick Mainka,de,DF,,Heidenheim,Bundesliga,30,1994,14.0,27,13,17,10,0,16,25,64.0,9,28,15,13,29,56,64,Matches
1318,Kobbie Mainoo,eng,MF,,Manchester Utd,Premier League,19,2005,9.1,22,16,13,6,3,14,21,66.7,7,9,2,7,15,37,5,Matches
1319,Ainsley Maitland-Niles,eng,DF,MF,Lyon,Ligue 1,27,1997,11.4,36,21,15,12,9,24,35,68.6,11,17,2,15,15,51,26,Matches
1320,Radosław Majecki,pl,GK,,Monaco,Ligue 1,25,1999,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,Matches
1321,Lovro Majer,hr,MF,,Wolfsburg,Bundesliga,26,1998,1.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,Matches
1322,Jordy Makengo,fr,DF,MF,Freiburg,Bundesliga,23,2001,0.8,5,3,4,1,0,3,3,100.0,0,0,0,0,0,5,5,Matches
1323,Antoine Makoumbou,cg,MF,,Cagliari,it Serie A,26,1998,8.4,13,7,8,4,1,5,8,62.5,3,11,2,9,6,19,6,Matches
1324,Nikola Maksimović,rs,DF,,Montpellier,Ligue 1,33,1991,5.7,9,5,6,3,0,6,7,85.7,1,5,4,1,6,15,24,Matches
1325,Tyrell Malacia,nl,DF,,Manchester Utd,Premier League,25,1999,0.5,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,Matches
1326,Julián Malatini,ar,DF,,Werder Bremen,Bundesliga,23,2001,4.8,10,9,4,5,1,4,10,40.0,6,6,3,3,7,17,16,Matches
1327,Daniel Maldini,it,MF,,Monza,it Serie A,23,2001,11.0,14,6,5,9,0,6,10,60.0,4,7,2,5,4,18,10,Matches
1328,Youssef Maleh,ma,MF,,Empoli,it Serie A,26,1998,9.5,15,7,5,8,2,4,12,33.3,8,18,5,13,6,21,12,Matches
1329,Donyell Malen,nl,FW,MF,Dortmund,Bundesliga,25,1999,6.0,0,0,0,0,0,0,1,0.0,1,2,0,2,3,3,6,Matches
1330,Ruslan Malinovskyi,ua,MF,FW,Genoa,it Serie A,31,1993,2.5,8,6,2,5,1,2,3,66.7,1,1,0,1,1,9,3,Matches
1331,Lennard Maloney,us,MF,,Heidenheim,Bundesliga,25,1999,8.4,20,11,12,7,1,14,23,60.9,9,9,2,7,14,34,38,Matches
1332,Giorgi Mamardashvili,ge,GK,,Valencia,La Liga,24,2000,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,Matches
1333,Dennis Man,ro,FW,MF,Parma,it Serie A,26,1998,13.9,5,3,3,1,1,4,15,26.7,11,7,2,5,8,13,7,Matches
1334,Hianga Mananga Mbock,fr,MF,,Brest,Ligue 1,24,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,Matches
1335,Gianluca Mancini,it,DF,,Roma,it Serie A,28,1996,14.4,18,10,10,6,2,10,12,83.3,2,9,6,3,16,34,25,Matches
1336,Steve Mandanda,fr,GK,,Rennes,Ligue 1,39,1985,14.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,Matches
1337,Reinildo Mandava,mz,DF,,Atlético Madrid,La Liga,30,1994,7.2,16,10,8,7,1,9,16,56.3,7,7,3,4,10,26,25,Matches
1338,Aïssa Mandi,dz,DF,,Lille,Ligue 1,33,1991,9.5,16,9,4,10,2,9,13,69.2,4,13,8,5,6,22,21,Matches
1339,Rolando Mandragora,it,MF,,Fiorentina,it Serie A,27,1997,3.4,2,0,1,0,1,0,1,0.0,1,3,1,2,6,8,5,Matches
1340,Orel Mangala,be,MF,,Everton,Premier League,26,1998,7.5,11,5,1,10,0,4,6,66.7,2,3,1,2,13,24,10,Matches
1341,Orel Mangala,be,MF,,Lyon,Ligue 1,26,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,Matches
1342,Ryan Manning,ie,DF,,Southampton,Premier League,28,1996,7.3,15,10,7,6,2,8,14,57.1,6,11,7,4,8,23,13,Matches
1343,Javier Manquillo,es,DF,,Celta Vigo,La Liga,30,1994,5.5,7,5,4,3,0,2,9,22.2,7,5,3,2,7,14,13,Matches
1344,Johan Manzambi,ch,FW,,Freiburg,Bundesliga,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1345,Alberto Manzoni,it,MF,,Atalanta,it Serie A,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1346,Sekou Mara,fr,FW,MF,Strasbourg,Ligue 1,22,2002,6.5,8,5,0,4,4,2,7,28.6,5,6,0,6,3,11,2,Matches
1347,Alessandro Marcandalli,it,DF,,Genoa,it Serie A,22,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,Matches
1348,Marcão,br,DF,,Sevilla,La Liga,28,1996,5.1,9,6,6,3,0,2,3,66.7,1,9,6,3,6,15,26,Matches
1349,Filip Marchwiński,pl,MF,,Lecce,it Serie A,22,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1350,Óscar de Marcos,es,DF,,Athletic Club,La Liga,35,1989,11.1,22,10,12,9,1,16,27,59.3,11,10,1,9,11,33,24,Matches
1351,Alberto Marí,es,FW,,Valencia,La Liga,23,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1352,Pablo Marí,es,DF,,Monza,it Serie A,31,1993,16.0,21,12,12,9,0,9,19,47.4,10,21,19,2,35,56,77,Matches
1353,José María Giménez,uy,DF,,Atlético Madrid,La Liga,29,1995,13.3,17,12,12,5,0,12,19,63.2,7,18,12,6,16,33,60,Matches
1354,Luca Marianucci,it,DF,MF,Empoli,it Serie A,20,2004,0.4,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,3,Matches
1355,Mirko Marić,hr,FW,MF,Monza,it Serie A,29,1995,1.0,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,Matches
1356,Pablo Marín,es,MF,,Real Sociedad,La Liga,21,2003,0.9,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,1,Matches
1357,Răzvan Marin,ro,MF,,Cagliari,it Serie A,28,1996,9.9,14,8,5,8,1,8,16,50.0,8,4,0,4,2,16,15,Matches
1358,Guillermo Maripán,cl,DF,,Torino,it Serie A,30,1994,4.0,6,2,3,2,1,3,4,75.0,1,3,0,3,8,14,21,Matches
1359,Mika Màrmol,es,DF,,Las Palmas,La Liga,22,2002,8.7,22,9,12,9,1,12,17,70.6,5,21,8,13,13,35,33,Matches
1360,Omar Marmoush,eg,FW,MF,Eint Frankfurt,Bundesliga,25,1999,13.1,10,6,0,3,7,3,6,50.0,3,7,1,6,1,11,2,Matches
1361,Mario Maroto,es,MF,,Valladolid,La Liga,21,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,Matches
1362,Marquinhos,br,DF,,Paris S-G,Ligue 1,30,1994,10.3,17,12,6,7,4,13,16,81.3,3,15,6,9,6,23,30,Matches
1363,Aarón Martín,es,DF,,Genoa,it Serie A,27,1997,14.2,33,24,16,15,2,17,23,73.9,6,14,5,9,8,41,29,Matches
1364,Carlos Martín,es,FW,MF,Alavés,La Liga,22,2002,6.3,18,9,8,7,3,5,23,21.7,18,11,1,10,1,19,8,Matches
1365,Gerard Martín,es,DF,,Barcelona,La Liga,22,2002,4.3,10,4,4,3,3,7,10,70.0,3,9,2,7,4,14,9,Matches
1366,Iván Martín,es,MF,,Girona,La Liga,25,1999,10.6,15,8,9,5,1,6,16,37.5,10,12,1,11,5,20,3,Matches
1367,Jon Martin,es,DF,,Real Sociedad,La Liga,18,2006,1.0,0,0,0,0,0,0,0,,0,1,1,0,1,1,6,Matches
1368,Jonas Martin,fr,MF,,Brest,Ligue 1,34,1990,5.1,11,5,8,2,1,5,10,50.0,5,3,0,3,6,17,11,Matches
1369,Mario Martín,es,MF,,Valladolid,La Liga,20,2004,8.2,25,12,12,12,1,11,24,45.8,13,12,3,9,8,33,25,Matches
1370,Gabriel Martinelli,br,MF,FW,Arsenal,Premier League,23,2001,9.5,10,8,1,3,6,5,12,41.7,7,4,0,4,1,11,10,Matches
1371,Arnau Martinez,es,DF,MF,Girona,La Liga,21,2003,11.9,19,12,11,4,4,13,20,65.0,7,5,3,2,4,23,26,Matches
1372,Emiliano Martínez,ar,GK,,Aston Villa,Premier League,32,1992,15.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,9,Matches
1373,Iñigo Martínez,es,DF,,Barcelona,La Liga,33,1991,16.8,15,8,12,3,0,9,9,100.0,0,8,5,3,13,28,58,Matches
1374,Javi Martínez,es,MF,,Osasuna,La Liga,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1375,Lautaro Martínez,ar,FW,,Inter,it Serie A,27,1997,12.0,8,4,3,3,2,3,8,37.5,5,5,1,4,5,13,3,Matches
1376,Lisandro Martínez,ar,DF,,Manchester Utd,Premier League,26,1998,12.8,23,14,15,5,3,12,23,52.2,11,14,4,10,26,49,35,Matches
1377,Lucas Martínez Quarta,ar,DF,,Fiorentina,it Serie A,28,1996,3.9,12,7,9,3,0,8,13,61.5,5,5,2,3,3,15,25,Matches
1378,Toni Martínez,es,FW,,Alavés,La Liga,27,1997,5.5,5,3,0,3,2,0,1,0.0,1,5,2,3,0,5,7,Matches
1379,Kevin Martins,it,DF,,Monza,it Serie A,19,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1380,Javi Martón,es,FW,MF,Athletic Club,La Liga,25,1999,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
1381,Adam Marušić,me,DF,,Lazio,it Serie A,32,1992,9.5,15,8,9,6,0,7,13,53.8,6,5,2,3,5,20,23,Matches
1382,Marvin,es,DF,FW,Las Palmas,La Liga,24,2000,5.5,11,5,5,4,2,5,17,29.4,12,7,3,4,5,16,16,Matches
1383,Omar Mascarell,gq,MF,,Mallorca,La Liga,31,1993,9.1,14,7,7,7,0,8,14,57.1,6,14,8,6,22,36,30,Matches
1384,Adam Masina,ma,DF,,Torino,it Serie A,30,1994,14.5,24,10,17,6,1,17,32,53.1,15,20,13,7,16,40,56,Matches
1385,Patrizio Masini,it,MF,FW,Genoa,it Serie A,23,2001,0.9,6,3,2,4,0,1,1,100.0,0,4,0,4,0,6,4,Matches
1386,Erhan Mašović,rs,DF,MF,Bochum,Bundesliga,26,1998,6.2,7,6,5,2,0,6,14,42.9,8,11,7,4,8,15,27,Matches
1387,Clinton Mata,ao,DF,,Lyon,Ligue 1,32,1992,11.1,20,12,11,8,1,16,19,84.2,3,10,6,4,18,38,22,Matches
1388,Jaime Mata,es,FW,,Las Palmas,La Liga,36,1988,3.9,4,0,1,3,0,3,8,37.5,5,4,1,3,1,5,5,Matches
1389,Igor Matanovic,hr,FW,MF,Eint Frankfurt,Bundesliga,21,2003,2.9,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,7,Matches
1390,Pape Matar Sarr,sn,MF,,Tottenham,Premier League,22,2002,9.5,27,20,9,16,2,5,12,41.7,7,14,2,12,16,43,11,Matches
1391,Eliot Matazo,be,MF,,Monaco,Ligue 1,22,2002,0.7,3,2,0,3,0,0,0,,0,0,0,0,1,4,2,Matches
1392,Jean-Philippe Mateta,fr,FW,,Crystal Palace,Premier League,27,1997,13.0,7,6,2,4,1,0,6,0.0,6,7,1,6,1,8,13,Matches
1393,Nemanja Matić,rs,MF,,Lyon,Ligue 1,36,1988,10.3,19,17,5,12,2,9,18,50.0,9,15,6,9,9,28,13,Matches
1394,Chrislain Matsima,fr,DF,,Augsburg,Bundesliga,22,2002,8.5,4,3,4,0,0,2,6,33.3,4,19,11,8,20,24,42,Matches
